         1250288 function calls (1197757 primitive calls) in 2.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 enum.py:979(_find_data_type_)
       13    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:402(isgeneratorfunction)
       22    0.000    0.000    0.000    0.000 listdecl.py:90(generic)
        2    0.000    0.000    0.000    0.000 base.py:482(pack_value)
        8    0.000    0.000    0.000    0.000 old_models.py:357(__init__)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
       67    0.000    0.000    0.000    0.000 templates.py:256(<genexpr>)
      158    0.000    0.000    0.000    0.000 ssa.py:167(<setcomp>)
       41    0.000    0.000    0.000    0.000 typeinfer.py:550(__init__)
        7    0.000    0.000    0.000    0.000 callconv.py:957(create_error_model)
        2    0.000    0.000    0.000    0.000 old_models.py:740(__init__)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:55(<dictcomp>)
      169    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       38    0.000    0.000    0.000    0.000 ir.py:1027(__repr__)
        2    0.000    0.000    0.000    0.000 interpreter.py:3391(op_LOAD_METHOD)
      174    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       33    0.000    0.000    0.000    0.000 byteflow.py:2057(get_outgoing_edgepushed)
       11    0.000    0.000    0.000    0.000 cgutils.py:1216(is_nonelike)
        1    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       16    0.000    0.000    0.000    0.000 inline_closurecall.py:163(_inline_reduction)
        7    0.000    0.000    0.000    0.000 compiler.py:279(sanitize_compile_result_entries)
      144    0.000    0.000    0.000    0.000 typeinfer.py:502(<listcomp>)
        7    0.000    0.000    0.000    0.000 old_models.py:344(inner_models)
       70    0.000    0.000    0.000    0.000 cpu_options.py:123(<genexpr>)
        1    0.000    0.000    0.000    0.000 cgutils.py:955(pointer_add)
       13    0.000    0.000    0.000    0.000 cpu.py:104(target_data)
       42    0.000    0.000    0.000    0.000 typeconv.py:66(get_pointer)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:583(_module_repr_from_spec)
        5    0.000    0.000    0.000    0.000 typing.py:1279(__init__)
      238    0.000    0.000    0.000    0.000 errors.py:214(errmsg)
        6    0.000    0.000    0.000    0.000 byteflow.py:2035(split_new_block)
       44    0.000    0.000    0.000    0.000 functions.py:373(key)
        7    0.000    0.000    0.000    0.000 errors.py:529(__exit__)
      116    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 cgutils.py:299(__getattr__)
        7    0.000    0.000    0.000    0.000 untyped_passes.py:1761(_patch_locals)
       58    0.000    0.000    0.000    0.000 functions.py:493(_store_object)
       80    0.000    0.000    0.000    0.000 pythonapi.py:31(decorator)
       16    0.000    0.000    0.000    0.000 enumdecl.py:39(generic)
        7    0.000    0.000    0.000    0.000 types.py:237(_to_string)
       20    0.000    0.000    0.000    0.000 collections.py:56(generic)
        7    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
       40    0.000    0.000    0.000    0.000 byteflow.py:2211(iterliveblocks)
      350    0.000    0.000    0.000    0.000 compiler_machinery.py:142(get_required_set)
       60    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      196    0.000    0.000    0.000    0.000 tracing.py:205(noevent)
       15    0.000    0.000    0.000    0.000 old_models.py:548(get_return_type)
      121    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
        6    0.000    0.000    0.000    0.000 ir.py:496(getattr)
        1    0.000    0.000    0.000    0.000 consts.py:89(_infer_call)
      115    0.000    0.000    0.000    0.000 values.py:953(entry_basic_block)
      177    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       82    0.000    0.000    0.000    0.000 npyimpl.py:712(_KernelImpl)
        2    0.000    0.000    0.000    0.000 __init__.py:581(<genexpr>)
        7    0.000    0.000    0.000    0.000 old_mathimpl.py:127(unary_math_intr)
        6    0.000    0.000    0.000    0.000 templates.py:1130(MethodTemplate)
        8    0.000    0.000    0.000    0.000 typeinfer.py:736(_refine_target_type)
       61    0.000    0.000    0.000    0.000 inline_closurecall.py:806(_make_debug_print)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
       64    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
       20    0.000    0.000    0.000    0.000 old_builtins.py:552(generic)
       10    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 ccallback.py:33(CFunc)
        1    0.000    0.000    0.000    0.000 cgutils.py:316(__getitem__)
       98    0.000    0.000    0.000    0.000 callconv.py:60(__init__)
        7    0.000    0.000    0.000    0.000 cpu_options.py:115(<dictcomp>)
        1    0.000    0.000    0.000    0.000 interpreter.py:2380(op_LOAD_DEREF)
        7    0.000    0.000    0.000    0.000 lowering.py:100(_compute_def_location)
       20    0.000    0.000    0.000    0.000 abstract.py:434(_literal_init)
      117    0.000    0.000    0.000    0.000 errors.py:229(termcolor)
       19    0.000    0.000    0.000    0.000 __init__.py:99(section_pairs)
        2    0.000    0.000    0.000    0.000 ir.py:1353(insert_after)
      144    0.000    0.000    0.000    0.000 typeinfer.py:504(<listcomp>)
       39    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
       70    0.000    0.000    0.000    0.000 compiler_machinery.py:148(add_required)
        7    0.000    0.000    0.000    0.000 parfor.py:715(__init__)
      229    0.000    0.000    0.000    0.000 types.py:112(_to_string)
      159    0.000    0.000    0.000    0.000 ir.py:273(get)
       47    0.000    0.000    0.000    0.000 byteflow.py:1983(get_varname)
        5    0.000    0.000    0.000    0.000 arrayobj.py:180(<listcomp>)
        7    0.000    0.000    0.000    0.000 targetconfig.py:78(enter)
        3    0.000    0.000    0.000    0.000 imputils.py:237(wrapper)
        7    0.000    0.000    0.000    0.000 controlflow.py:199(_exit_points)
       51    0.000    0.000    0.000    0.000 module.py:132(get_global)
      180    0.000    0.000    0.000    0.000 misc.py:155(key)
        9    0.000    0.000    0.000    0.000 ir.py:436(build_tuple)
      132    0.000    0.000    0.000    0.000 templates.py:53(recvr)
      308    0.000    0.000    0.000    0.000 compiler_machinery.py:97(get_analysis_usage)
       39    0.000    0.000    0.000    0.000 inspect.py:2814(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:251(_collect_parameters)
        8    0.000    0.000    0.000    0.000 ir.py:531(cast)
      196    0.000    0.000    0.000    0.000 containers.py:73(key)
       35    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        2    0.000    0.000    0.000    0.000 byteflow.py:1736(op_LOAD_METHOD)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:10(Math_unary)
      126    0.000    0.000    0.000    0.000 utils.py:419(<genexpr>)
       18    0.000    0.000    0.000    0.000 old_scalars.py:32(__init__)
        1    0.000    0.000    0.000    0.000 bufproto.py:1(<module>)
        8    0.000    0.000    0.000    0.000 llvm_pass_timings.py:288(__init__)
        3    0.000    0.000    0.000    0.000 rangeobj.py:15(make_range_iterator)
        2    0.000    0.000    0.000    0.000 enum.py:1525(__and__)
        2    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
       48    0.000    0.000    0.000    0.000 values.py:606(__eq__)
        7    0.000    0.000    0.000    0.000 ir.py:1491(_reset_analysis_variables)
        8    0.000    0.000    0.000    0.000 old_scalars.py:46(cast_python_value)
        7    0.000    0.000    0.000    0.000 byteflow.py:371(op_NOP)
        5    0.000    0.000    0.000    0.000 dispatcher.py:866(cb_llvm)
        1    0.000    0.000    0.000    0.000 _compiler.py:511(_compile_info)
       28    0.000    0.000    0.000    0.000 functions.py:548(dispatcher)
      178    0.000    0.000    0.000    0.000 byteflow.py:2203(backbone)
        1    0.000    0.000    0.000    0.000 typing.py:2071(__init_subclass__)
      200    0.000    0.000    0.000    0.000 ir.py:876(get_targets)
        3    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       33    0.000    0.000    0.000    0.000 interpreter.py:58(__init__)
      189    0.000    0.000    0.000    0.000 compiler_machinery.py:75(run_initialization)
       10    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        3    0.000    0.000    0.000    0.000 misc.py:134(__init__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1018(seed_return)
        3    0.000    0.000    0.000    0.000 byteflow.py:1177(op_BINARY_SUBSCR)
        8    0.000    0.000    0.000    0.000 old_builtins.py:131(none_equality)
        7    0.000    0.000    0.000    0.000 typed_passes.py:410(run_pass)
       85    0.000    0.000    0.000    0.000 types.py:538(__init__)
      189    0.000    0.000    0.000    0.000 compiler_machinery.py:90(run_finalizer)
        7    0.000    0.000    0.000    0.000 passmanagers.py:30(__sub__)
       91    0.000    0.000    0.000    0.000 controlflow.py:250(entry_point)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4336(intrin_alloc)
        2    0.000    0.000    0.000    0.000 instructions.py:782(__init__)
       14    0.000    0.000    0.000    0.000 containers.py:285(is_types_iterable)
        9    0.000    0.000    0.000    0.000 codegen.py:888(_object_compiled_hook)
       98    0.000    0.000    0.000    0.000 npydecl.py:112(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1877(__init_subclass__)
       12    0.000    0.000    0.000    0.000 enum.py:772(__getattr__)
       55    0.000    0.000    0.000    0.000 base.py:1134(active_code_library)
        8    0.000    0.000    0.000    0.000 misc.py:172(__init__)
        7    0.000    0.000    0.000    0.000 targetconfig.py:238(copy)
        1    0.000    0.000    0.000    0.000 unicode_support.py:612(_PY_CTF_LB)
      130    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       34    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
      230    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       41    0.000    0.000    0.000    0.000 typing.py:1266(_is_dunder)
        8    0.000    0.000    0.000    0.000 codegen.py:1048(resolve)
      159    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1586(__getitem__)
       79    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
       33    0.000    0.000    0.000    0.000 <frozen ntpath>:769(<listcomp>)
        7    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        6    0.000    0.000    0.000    0.000 templates.py:986(get_impl_key)
       40    0.000    0.000    0.000    0.000 cgutils.py:912(is_pointer)
      158    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
      151    0.000    0.000    0.000    0.000 instructions.py:368(<genexpr>)
        7    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
        7    0.000    0.000    0.000    0.000 errors.py:509(flush)
       30    0.000    0.000    0.000    0.000 ir.py:1012(__repr__)
        1    0.000    0.000    0.000    0.000 setdecl.py:34(SetAttribute)
       43    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       96    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        8    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
        1    0.000    0.000    0.000    0.000 cffiimpl.py:1(<module>)
       48    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
        8    0.000    0.000    0.000    0.000 listdecl.py:102(generic)
        9    0.000    0.000    0.000    0.000 interpreter.py:2500(<listcomp>)
       21    0.000    0.000    0.000    0.000 utils.py:418(__iter__)
       44    0.000    0.000    0.000    0.000 old_models.py:34(__init__)
       38    0.000    0.000    0.000    0.000 sigutils.py:4(is_signature)
      153    0.000    0.000    0.000    0.000 interpreter.py:1892(op_CACHE)
        1    0.000    0.000    0.000    0.000 setobj.py:117(_SetPayload)
        9    0.000    0.000    0.000    0.000 byteflow.py:2097(make_null)
        5    0.000    0.000    0.000    0.000 old_builtins.py:584(generic)
        7    0.000    0.000    0.000    0.000 imputils.py:20(__init__)
       25    0.000    0.000    0.000    0.000 values.py:685(_get_reference)
        1    0.000    0.000    0.000    0.000 functions.py:636(__init__)
       19    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        7    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
       74    0.000    0.000    0.000    0.000 ir.py:1340(is_terminated)
        1    0.000    0.000    0.000    0.000 dictobject.py:55(DKIX)
      191    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       97    0.000    0.000    0.000    0.000 ssa.py:377(<listcomp>)
        7    0.000    0.000    0.000    0.000 dis.py:404(_parse_exception_table)
        1    0.000    0.000    0.000    0.000 dictimpl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 imputils.py:173(fix_returning_optional)
       18    0.000    0.000    0.000    0.000 old_models.py:539(get_data_type)
       16    0.000    0.000    0.000    0.000 inline_closurecall.py:268(_inline_closure)
       50    0.000    0.000    0.000    0.000 containers.py:322(<genexpr>)
        6    0.000    0.000    0.000    0.000 misc.py:150(__init__)
       42    0.000    0.000    0.000    0.000 dispatcher.py:251(_make_finalizer)
        2    0.000    0.000    0.000    0.000 builder.py:1039(fence)
        2    0.000    0.000    0.000    0.000 interpreter.py:2716(op_STORE_SUBSCR)
        7    0.000    0.000    0.000    0.000 inspect.py:969(getmodule)
        7    0.000    0.000    0.000    0.000 context.py:662(unify_types)
        7    0.000    0.000    0.000    0.000 inline_closurecall.py:1460(__init__)
       14    0.000    0.000    0.000    0.000 targetconfig.py:161(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
